place_name,alternate_names,state,country,latitude,longitude,timezone_hours,altitude/elevation
Shar,Charsk|Charskiy|Shar,Abai Region,Kazakhstan,49.5872,81.04883,5.0,339.0
Shantobe,Shangtobe|Shantobe|Shantyube,Aqmola,Kazakhstan,52.45376,68.17475,5.0,385.0
Shakhtinsk,Shakhtinsk|Tentek,Karaganda,Kazakhstan,49.70713,72.59321,5.0,504.0
Shakhan,Shakan|Shakanskiye Vyselki|Shakhan|Shaqan,Karaganda,Kazakhstan,49.81958,72.65407,5.0,478.0
Sergeyevka,Sergeev|Sergeevka|Sergeyevka,North Kazakhstan,Kazakhstan,53.88139,67.40882,5.0,149.0
Semey,Alash-kala|PLX|Semei|Semej|Semeja|Semejus|Semey|Semipalatinsk|Semipalatynsk|sai mi yi|seme|semei|smy|smyy|symay|symy,Abai Region,Kazakhstan,50.42064,80.25025,5.0,195.0
Sastobe,Sas-Tyube|Sastobe|Sastyvbe,Turkistan,Kazakhstan,42.5533,69.99835,5.0,559.0
Saryozek,Saro-Ozak|Sary-Uzek|Sary-Uzekskiy|Saryozek,Zhetysu Region,Kazakhstan,44.36178,77.97279,5.0,932.0
Saryaghash,Saryagach|Saryagash|Saryaghash|Ssary-Agatsch,Turkistan,Kazakhstan,41.46042,69.16791,5.0,441.0
Sarqant,Sarkand|Sarkanskaya|Sarqan|Sarqant,Zhetysu Region,Kazakhstan,45.41322,79.91713,5.0,770.0
Saran,Saran|Saran'|Soran|Sorang,Karaganda,Kazakhstan,49.80245,72.83186,5.0,476.0
Saksaul'skiy,Saksaul'skij|Saksaul'skiy|Saksaul'skoye|Saksaulskaya|Saksauly|Sekseuil,Kyzylorda,Kazakhstan,47.08152,61.15239,5.0,77.0
Rudnyy,Rudnyj|Rudnyy,Kostanay,Kazakhstan,52.97244,63.11055,5.0,158.0
Kyzylorda,Ak-Mechet|Ak-Mechet'|Fort Perovskij|Fort Perovsky|KZO|Khizilorda|Kizilorda|Kizilornta|Kozolorda|Kuzulorda|Kyzylarda|Kyzylorda|Kzyl-Orda|Perovsk|Qizilo'rda|Qizilorda|Qysylorda|Qyzylorda|ke zi lei ao er da|khuy si lxx r da|kijilloleuda|kijilorada|kijilorda|kuzuroruda|kyzylwrda|qizilorda|qyzyl arda|qyzylwrda|qzl awrda,Kyzylorda,Kazakhstan,44.85278,65.50917,5.0,128.0
Qusmuryn,Kushmura|Kushmurun|Qusmuryn,Kostanay,Kazakhstan,52.45144,64.61682,5.0,109.0
Kostanay,KSN|Kostanai|Kostanaj|Kostanajus|Kostanay|Kustanai|Kustanaisk|Kustanaj|Kustanay|Nikolayevsk|Qo'stanay|Qostanai|Qostanaj|Qostanay|kosatana'e|koseutanai|kostanaya|kosutanai|ku s ta ni|ku si ta nai|kwesitanayi|kwstnay|qstnayy|qwstanay|qwstanay  qzaqstan|qwstanayy,Kostanay,Kazakhstan,53.21435,63.62463,5.0,167.0
Qashar,Kachar|Qashar,Kostanay,Kazakhstan,53.36799,62.86839,5.0,197.0
Qarqaraly,Karkaralinsk|Qarqaraly,Karaganda,Kazakhstan,49.41244,75.47228,5.0,849.0
Qarazhal,Kara-Dzhal|Karazhal|Qarazhal,Ulytau Region,Kazakhstan,48.01085,70.80058,5.0,469.0
Karaaul,Abay|Karaaul|Karaul|Qaraauyl|Qarauyl,Abai Region,Kazakhstan,48.94509,79.25502,5.0,622.0
Karatau,Chulak-Tau|Karatau|Qaratau,Zhambyl,Kazakhstan,43.17959,70.4592,5.0,525.0
Konayev,Ili|Iliisk|Ilijek|Iliysk|Iliyskoye|Kapchagaj|Kapchagay|Kapshagaj|Konaev|Konayev|Qonayev|kona'eva|konaefu|konayebha|konayeva|kwenayevi|kwnayf|kwnayyf,Almaty Region,Kazakhstan,43.86681,77.06304,5.0,497.0
Tughyl,Priozernyj|Priozernyy|Tarbagatay|Togyl|Tug'il|Tughyl|Tugil|Tugyl|tu gu er|twghyl,East Kazakhstan,Kazakhstan,47.72497,84.20585,5.0,403.0
Petropavl,Kazakh|Kizilyar|PPK|Petropavel|Petropavl|Petropavla|Petropavlas|Petropavlovs'k|Petropavlovsk|Petropawl|Petropawlowsk|Pietropawlowsk|Qizilzhar|Qyzyljar|bi de luo ba fu er|btrwbafl|petaropavala|peteulopabeul|petoropaburu|petropabhala|petropavala|ptrwpawl  qzaqstan|pytrwpawl,North Kazakhstan,Kazakhstan,54.87343,69.15065,5.0,141.0
Pervomayka,Imeni Pervaya Maya|Kolkhoz Imeni Pervaya Maya|Pervomajka|Pervomajskij|Pervomajskoe|Pervomayka|Pervomayskiy,Almaty,Kazakhstan,43.37361,76.94,5.0,670.0
Pavlodar,Kereku|PWQ|Pauladar|Pavlodar|Pavlodara|Pavlodaras|Pavlontar|Pawlodar|ba fu luo da er|baflwdar|pabeullodaleu|pabhalodara|paf lod ar|pavalodara|pavurodaru|pawlwdar|pawlwdar  qzaqstan|pawlwdr|pblwdr,Pavlodar Region,Kazakhstan,52.27601,76.96881,5.0,125.0
Zharkent,Djarkent|Dzharkent|Jarkent|Panfilov|Scharkent|Zharkent,Zhetysu Region,Kazakhstan,44.16619,80.00736,5.0,636.0
Oytal,Ojtal|Oytal,Zhambyl,Kazakhstan,42.90573,73.26972,5.0,675.0
Ust-Kamenogorsk,OEskemen|Oskemen|Ost-Kamenogorsk|UKK|Ust'-Kamenogorsk|Ust-Kamenogorsk|Ust-Kamienogorsk|awst-kamnwgwrsk|awst-kamynwghwrsk|oeseukemen|usata-kamenogorasaka|usta-kamenogorska,East Kazakhstan,Kazakhstan,49.97143,82.60586,5.0,287.0
Osakarovka,Osakarovka|Oskarovka,Karaganda,Kazakhstan,50.56315,72.57278,5.0,493.0
Novodolinskiy,Novodolinskij|Novodolinskiy,Karaganda,Kazakhstan,49.7065,72.70807,5.0,484.0
Novaya Bukhtarma,Novaja Bukhtarma|Novaya Bukhtarma|Zhanga Buqtyrma,East Kazakhstan,Kazakhstan,49.62873,83.52102,5.0,406.0
Satpayev,Nikol'skij|Nikol'skiy|Satbaev|Satbayev|Satpaeu|Satpaev|Satpayev,Ulytau Region,Kazakhstan,47.90409,67.54112,5.0,427.0
Narynkol,Naron Kol|Narynkol|Narynqol,Almaty Region,Kazakhstan,42.72636,80.17495,5.0,1817.0
Kurchatov,Konechnaya|Kurchatov|Kurchatov-21|Maldar|Moldar|Moldary|Semipalatinsk-21,Abai Region,Kazakhstan,50.75617,78.54188,5.0,165.0
Sarykemer,Mikhajlovka|Mikhaylovka|Sarykamar|Sarykemer,Zhambyl,Kazakhstan,43.00929,71.5101,5.0,538.0
Merke,Merke|Merki,Zhambyl,Kazakhstan,42.87183,73.19648,5.0,687.0
Mayqayyng,Majkajn|Maykain|Maykainskiy|Maykayn|Mayqayyng,Pavlodar Region,Kazakhstan,51.45981,75.80232,5.0,260.0
Maqanshy,Makanchi|Makanshi|Maqanshy,Abai Region,Kazakhstan,46.78166,82.02258,5.0,469.0
Makinsk,Makinsk,Aqmola,Kazakhstan,52.6329,70.41911,5.0,380.0
Kulan,Kulan|Lugovaya|Lugovoe|Lugovoy|Lugovoye|Qulan,Zhambyl,Kazakhstan,42.91018,72.71571,5.0,727.0
Lugovoy,Lugovka|Lugovoe|Lugovoj|Lugovoy|Lugovoye|Lugowaja,Zhambyl,Kazakhstan,42.94197,72.76098,5.0,687.0
Lisakovsk,Lisakov|Lisakovka|Lisakovsk,Kostanay,Kazakhstan,52.54488,62.49893,5.0,198.0
Lepsy,Lepse|Lepsi|Lepsy|lie pu se|lpsy|repusui,Zhetysu Region,Kazakhstan,46.23426,78.94034,5.0,400.0
Kazygurt,Kazyghurt|Kazygurt|Kazykurt|Lenin|Leninskoe|Leninskoye|Qazyghurt|Qazyqurt,Turkistan,Kazakhstan,41.7564,69.3839,5.0,585.0
Leninskiy,Atameken|Aul Sed'moy|Bayer|Leninskij|Leninskiy|Sed'moy Aul,Pavlodar Region,Kazakhstan,52.25346,76.78211,5.0,109.0
Baikonur,BXY|Baikonour|Baikonur|Bajkonur|Baykonur|Bayqomir|Leninsk|Leninskiy|Tyuratam|Zarya|Zvezdograd|ba'ikonura|bai ke nu|baikonuleu|baikonura|baikonuru|bayakonura|bayikwenuri|baykwnwr|byyqwnwr|paikkanur,Baikonur,Kazakhstan,45.61667,63.31667,5.0,730.0
Ridder,Leninogor|Leninogorsk|Ridder|Ridderskiy|Rideras|li de|rydr|rydr  qazqstan|rydr  qzaqstan,East Kazakhstan,Kazakhstan,50.34524,83.51562,5.0,725.0
Lenger,Kopi-Lenger|Lenger|Lenger-Ugol'|Lengeras|Lengerskaya|Lengerskij|Lengerskiy|Lengir|lnjr,Turkistan,Kazakhstan,42.18152,69.88582,5.0,777.0
Kishkenekol',KZYLTU|Kishkenekol|Kishkenekol'|Kyzl Tau|Kzyltu|Kzyltuu|Qyzyltu,North Kazakhstan,Kazakhstan,53.63589,72.34079,5.0,135.0
Kurchum,Kumashenkino|Kumashkino|Kurchum|Kurshim,East Kazakhstan,Kazakhstan,48.56603,83.66146,5.0,427.0
Taiynsha,Krasnoarmejsk|Krasnoarmeysk|Taincha|Taiynsa|Taiynsha|Tajynsha|Tayncha,North Kazakhstan,Kazakhstan,53.84796,69.76773,5.0,155.0
Kokshetau,KOV|Keksetau|Ko'kshetau|Kochetayev|Koekschetau|Koeksetaw|Koeksjetau|Kokcetau|Kokchetaou|Kokchetar|Kokchetau|Kokchetav|Kokczetaw|Koksetau|Kokshetau|Koksjetau|Kokxetau|Koshetau|ke ke she tao|kogsyetau|kokaseta'u|kokseta'u|kokshetau|kokushetau|kwkshytaw|kwkshytw,Aqmola,Kazakhstan,53.28414,69.39364,5.0,231.0
Qarabalyq,Karabalyk|Komsomolec|Komsomolets|Qarabalyq,Kostanay,Kazakhstan,53.75019,62.0584,5.0,190.0
Kokpekty,Koekpekti,,Kazakhstan,48.75,82.4,5.0,514.0
Nura,Kievka|Kiewskaja|Kiyevka|Kiyevskoye|Nura,Karaganda,Kazakhstan,50.26159,71.54802,5.0,397.0
Balpyk Bi,Balpyk Bi|Balpyk-Bi|Balpyq Bi|Kirovskij|Kirovskiy,Zhetysu Region,Kazakhstan,44.90115,78.22933,5.0,576.0
Asyqata,Asykata|Asyqata|Kirov|Kirovskij|Kirovskiy|Kirovskoye,Turkistan,Kazakhstan,40.8946,68.3643,5.0,265.0
Kentau,Kentaou|Kentau|Kentaw|ken tao|kentau|kntaw,Turkistan,Kazakhstan,43.51672,68.50463,5.0,426.0
Kegen,Kegen,Almaty Region,Kazakhstan,43.01451,79.22638,5.0,1862.0
Kazalinsk,Kasalinsk|Kazalinsk|Qazaly,Kyzylorda,Kazakhstan,45.76257,62.10334,5.0,57.0
Kantagi,Kantagi|Khantaghy|Khantagy|Kontagi|Tastak,Turkistan,Kazakhstan,43.52786,68.58287,5.0,470.0
Kalkaman,Kalkamak|Kalkaman|Kol'-Koman|Qalqaman,Pavlodar Region,Kazakhstan,51.95349,76.02723,5.0,122.0
Terengkol,Kachirski|Kachirskiy|Kachiry|Kashir|Qashyr|Terengkol|Terenkol',Pavlodar Region,Kazakhstan,53.06649,76.10489,5.0,97.0
Esik,Esik|Iessik|Ishek|Isik|Issok|Issyk|Jesik|Jesikas|Jessik|Jesyk|Yesik|asyk|eshiku|yi sai ke|yysyq,Almaty Region,Kazakhstan,43.3552,77.45245,5.0,1029.0
Irtyshsk,Ertis|Irtysch|Irtysh|Irtyshsk|Irtyshskoye,Pavlodar Region,Kazakhstan,53.33365,75.45775,5.0,91.0
Atakent,Atakent|Il'ich|Ilyich,Turkistan,Kazakhstan,40.84782,68.50643,5.0,263.0
Glubokoye,Glubokoe|Glubokoye,East Kazakhstan,Kazakhstan,50.13887,82.31114,5.0,277.0
Korday,Georgievka|Georgiyevka|Kordaj|Korday,Zhambyl,Kazakhstan,43.03882,74.71287,5.0,624.0
Kalbatau,Georgievka|Georgievskaya|Georgiyevka|Kalbatau|Qalbatau,Abai Region,Kazakhstan,49.33009,81.57275,5.0,414.0
Moyynkum,Furmanovka|Mojynkum|Moyynkum|Moyynqum,Zhambyl,Kazakhstan,44.28314,72.94369,5.0,338.0
Fyodorov,Fedorov|Fedorovka|Fedorovskiy|Fjodorovka|Fyodorov|Fyodorovka,Kostanay,Kazakhstan,53.63809,62.69653,5.0,196.0
Esil,Esil|Esil'|Yesil',Aqmola,Kazakhstan,51.95453,66.40772,5.0,221.0
Aksu,Aksu|Aqsu|Ermak|Yermak,Pavlodar Region,Kazakhstan,52.04023,76.92748,5.0,123.0
Yereymentau,Erejmentau|Ereymentau|Ermentau|Yereymentau|Yermentau,Aqmola,Kazakhstan,51.62364,73.10265,5.0,392.0
Otegen Batyra,Ehnergeticheskij|Energeticheskiy|Otegen Batyr|Otegen Batyra,Almaty Region,Kazakhstan,43.41845,77.02187,5.0,636.0
Ekibastuz,EKB|Ehkibastuz|Ekibastouz|Ekibastus|Ekibastuz|Ekibastuza|Ekibastuzas|Ekibastuzugol'|Energograd|Jekibastuz|Jekybastuz|ai ji ba si tu zi|akybastwz|akybastwz  qzaqstan|ekibaseutujeu|ekibasutosu|xe khi bas tus,Pavlodar Region,Kazakhstan,51.72371,75.32287,5.0,203.0
Zhetysay,Dzhetysaj|Dzhetysay|Jetisoy|Zhetisaj|Zhetisay|Zhetysaj|Zhetysay,Turkistan,Kazakhstan,40.77631,68.32774,5.0,269.0
Zhalagash,Dzhalagash|Zhalagash|Zhalaghash,Kyzylorda,Kazakhstan,45.07958,64.68175,5.0,116.0
Derzhavinsk,Derzhavin|Derzhavinsk|Derzhavinskiy,Aqmola,Kazakhstan,51.09718,66.31875,5.0,227.0
Sholakkorgan,Chalak-Kurgan|Chulakkurgan|Sholakkorgan|Sholaqqkorghan|Sholaqqorghan|Tschulak-Kurgan,Turkistan,Kazakhstan,43.76453,69.17856,5.0,472.0
Shiyeli,Chiili|Shieli|Shiyeli,Kyzylorda,Kazakhstan,44.17057,66.73376,5.0,152.0
Zhibek Zholy,Chernjaevka|Chernyayevka|Poltoratskoye|Zhibek Zholi|Zhibek Zholy,Turkistan,Kazakhstan,41.4759,69.36497,5.0,533.0
Shayan,Chajan|Chayan|Shajan|Shayan,Turkistan,Kazakhstan,43.03399,69.38048,5.0,381.0
Shardara,Chardara|Shardara|Syrdar'inskiy,Turkistan,Kazakhstan,41.25832,67.96991,5.0,255.0
Burunday,Baranday|Boraldaj|Boralday|Burundaj|Burunday,Almaty Region,Kazakhstan,43.35567,76.85477,5.0,689.0
Bulayevo,Bulaev|Bulaevo|Bulayevo,North Kazakhstan,Kazakhstan,54.90596,70.44155,5.0,130.0
Borovskoy,Borovo|Borovoye|Borovskoj|Borovskoy|Borovskoye,Kostanay,Kazakhstan,53.7927,64.18268,5.0,175.0
Burabay,Borovoe|Borovoye|Burabaj|Burabay|Kurort Borovoye,Aqmola,Kazakhstan,53.08382,70.31379,5.0,321.0
Borodulikha,Borodulikha,Abai Region,Kazakhstan,50.71841,80.9295,5.0,316.0
Ulken Naryn,Bol'shenarym|Bol'shenarymskoe|Bol'shenarymskoye|Bol'shoy Narymskoye|Bol'shoye Narymskoye|UElkennaryn|Ulken Naryn|Ulkennaryn,East Kazakhstan,Kazakhstan,49.21245,84.50758,5.0,403.0
Bishkul,Beskol|Bishkul|Bishkul',North Kazakhstan,Kazakhstan,54.77763,69.09951,5.0,103.0
Bestobe,Bestobe|Bestoebe|Bestyube,Aqmola,Kazakhstan,52.49795,73.09592,5.0,174.0
Aksu,Aksu|Aqsu|Belye Vody|Belyye Vody,Turkistan,Kazakhstan,42.42193,69.82709,5.0,614.0
Belousovka,Belousovka|Belousovskoye|Belusovka|Rud Bylousovskiy,East Kazakhstan,Kazakhstan,50.13287,82.52481,5.0,365.0
Bayanaul,Bajanaul|Bajanauyl|Bayan-Aul'skoye|Bayan-Aulskaya|Bayanaul|Bayanauyl,Pavlodar Region,Kazakhstan,50.79304,75.70123,5.0,474.0
Balqash,BXH|Balkhash|Balqash|Pribalkhash|Pribalkhashstroy,Karaganda,Kazakhstan,46.84546,74.98213,5.0,372.0
Balkashino,Balkashino|Balkashinskoye,Aqmola,Kazakhstan,52.51779,68.7516,5.0,371.0
Bakanas,Bakanas|Baqanas,Almaty Region,Kazakhstan,44.80595,76.27464,5.0,387.0
Ayagoz,Ajagoz|Ajaguz|Ayagoz|Ayaguz|Ayakoz|Sergiopol',Abai Region,Kazakhstan,47.96447,80.43437,5.0,665.0
Atbasar,ATX|Atbasa|Atbasar|Atbasaras|Atbassar|Otbosar|a te ba sa er|atbasar,Aqmola,Kazakhstan,51.80854,68.35823,5.0,287.0
Zhangaarqa,Atasu|Atasuskiy|Stantsiya Atasu|Zhanaarka|Zhangaarqa,Ulytau Region,Kazakhstan,48.68659,71.64469,5.0,487.0
Asubulak,Asubulak|Asubulaq,East Kazakhstan,Kazakhstan,49.54026,82.99471,5.0,609.0
Astrakhanka,Astrakhan|Astrakhanka|Astrakhanskiy|Astrakhanskoye,Aqmola,Kazakhstan,51.53068,69.79685,5.0,302.0
Ashchysay,Achi-Sai|Achisaj|Achisay|Achisayskiy|Ashchysay|Ashhisaj|Ashhysaj|Atschissa,Turkistan,Kazakhstan,43.5537,68.89792,5.0,816.0
Arys,Aris|Aris'|Arys|Arys'|Arysas|Oris|a lei xi|arusu|arys,Turkistan,Kazakhstan,42.43015,68.8087,5.0,239.0
Arkalyk,AYK|Arkalik|Arkalyk|Arkalykas|Arqalyk|Arqalyq|Orqaliq|a er ka lei ke|aleukallikeu|arkalyk|arqalyq|arqalyq  qzaqstan|arukaruiku|yarqalq,Kostanay,Kazakhstan,50.25031,66.90384,5.0,332.0
Aral,Aral|Aral Sea|Aral's'k|Aral'sk|Aral'skoe More|Aral'skoye More|Aralas|Aralsk|a la er|alal|araru,Kyzylorda,Kazakhstan,46.80174,61.66312,5.0,61.0
Aktau,Aktau|Aqtau,Karaganda,Kazakhstan,50.23466,73.06662,5.0,503.0
Aksu,Aksu|Aqsu|Karasuk|Stalinskiy,Aqmola,Kazakhstan,52.44422,71.95761,5.0,278.0
Astana,Ak-Mola|Akmola|Akmolins'k|Akmolinsk|Aqmola|Astana|Astano|Asztana|Bozok|Cilinograd|NQZ|Noer-Soeltan|Nour-Soultan|Nur-Soltan|Nur-Sultan|Nur-Sultano|Ostona|Qaraotkel|TSE|Tselinograd|a si ta na|aseutana|astana|astanh|astant|asutana|nwr sltan|nwrsltan|nwrswltan|yastana,Astana,Kazakhstan,51.1801,71.44598,5.0,358.0
Aqadyr,Agadyr'|Aqadyr,Karaganda,Kazakhstan,48.26014,72.85851,5.0,693.0
Almaty,ALA|Alma-Ata|Almaato|Almata|Almati|Almato|Almaty|Vernyj|Vernyy|Virnij|Werny|a la mu tu|alamati|almaaty|almati|almaty|arumatoi|xal mati,Almaty,Kazakhstan,43.25249,76.9115,5.0,783.0
Aktau,Aktau,Karaganda,Kazakhstan,48.03333,72.83333,5.0,765.0
Aktas,Aktas|Aqtas,Karaganda,Kazakhstan,49.77952,72.96128,5.0,558.0
Aksuat,,,Kazakhstan,48.71667,83.7,5.0,534.0
Akkol',Akkol|Akkol'|Alexeyevka|Aqkol,Aqmola,Kazakhstan,53.29617,69.59997,5.0,261.0
Abay,Abaj|Abay|Churbay-Nura|Churubay-Nura,Karaganda,Kazakhstan,49.63539,72.86523,5.0,500.0
Abay,Abaj|Abay|Abay-Bazar,Turkistan,Kazakhstan,41.34682,68.9504,5.0,346.0
Novoishimskiy,Novoishimskij|Novoishimskiy,North Kazakhstan,Kazakhstan,53.19806,66.76944,5.0,184.0
Stepnogorsk,Stepnogor|Stepnogors'k|Stepnogorsk|Stepnogorskas|Stiepnogorsk|astpnwgwrsk|astpnwgwrsk  qzaqstan|si jie pu nuo ge er si ke|stybnwghwrsk,Aqmola,Kazakhstan,52.35062,71.88161,5.0,311.0
Zavodskoy,Zavodskoj|Zavodskoy,Aqmola,Kazakhstan,52.47031,72.01514,5.0,264.0
Jibek joly,Chemolgan|Jibek joly|Shamalgan|Ushkonyr|Zhibek Zholy|Zhibek zholy,Almaty Region,Kazakhstan,43.37484,76.62436,5.0,701.0
Priozersk,Priosersk|Priozers'k|Priozersk|Priozerska|Prioziorsk|Prioziorskas|Priozjor|Priozjorsk|Pryazjorsk|pu li ao jiao er si ke|puriozerusuku,Karaganda,Kazakhstan,46.03106,73.70247,5.0,358.0
Tyuratam,Toeretam|Toretam|Tyuratam,Baikonur,Kazakhstan,45.65005,63.31163,5.0,106.0
Qabilanbek,Qabilanbek|Qaplanbek,Turkistan,Kazakhstan,41.49407,69.27649,5.0,480.0
Vientiane,Bientian|Fanhyiengh|Nakhon Viangchan|V'ent'jan|VTE|Venc'jan|Vent'jan|Ventjan|Ventyan|Vianchan|Viang chan|Viangchan|Vien Can|Vien Chang|Vienciana|Vieng Quy|Vieng-Caen|Vieng-Chan|Viengchan|Viengtjan|Vientane|Vientian|Vientianas|Vientiane|Vientijan|Vientjan|Vientyan|Vijentijan|Vjencana|Vjentiano|Vjentjan|Vyantyan|Vyentyan|Wei-t'ien|Wiang Chan|Wiangcan|Wien Tsjan|Wientian|Wyentyan|bhiyenatiyena|bientian|fyyntyan|vhi'antiyana|vi'anga cana|viyancan|viyen tiyen|vuienchan|vuienchan shi|wan xiang|weiyngcanthn|wyntyan|yong zhen,Vientiane Prefecture,Laos,17.96667,102.6,7.0,174.0
Ban Xamtai,Ban Xamtai|Ban Xamti|Muang Xamteu|Sam Tao|Sam Teu|Xamtai,Houaphan,Laos,19.99,104.6347,7.0,328.0
Xam Nua,Muang Sam|Muang Xam Nua|NEU|Sam Neua|Sam Nua|Sammeua|Samnua|Xam Neua|Xam Nua|kham nwa|khama nu'a|khama nuya|samunua,Houaphan,Laos,20.4164,104.045,7.0,957.0
Savannakhet,Kaysone Phomvihane|Khwaeng Savannakhet|Khwaeng_Savannakhet|Muang Kaysone Phomvihane|Muang Savannaket|Savannaket|Savannakhet|Savannakkhet|Suvannakhet|Suwanakhet|Svannakhet|ZVK|sabhannakheta|safan nakhyt|savanakheta|savanakhti|savannakheta|sawan nakht|sawan'naketo xian,Savannakhet Province,Laos,16.5703,104.7622,7.0,154.0
Salavan,Muang Salavan|Muang Saravane|Salanvan|Salavan|Saravan|Saravane|Sarawan|VNA|salabhana|salafan|salavana|salavani|salawan|sarawan,Salavan Province,Laos,15.71652,106.41744,7.0,183.0
Phongsali,Fong Sali|Fongsali|Muang Phongsali|Muong Hou|Phong Saly|Phongsali|fonsari|fwnghsaly|fwngsaly|phansali|phongasali,Phôngsali,Laos,21.6808,102.1003,7.0,1356.0
Pakse,PKZ|Pakse|Pakxe|ba se|baksy|baksyh|pagse|pak se|pakase|pakse|paksh|pakuse jun,Champasak Province,Laos,15.12022,105.79898,7.0,105.0
Muang Xay,Mouang Sai|Muang Saj|Muang Xai|Muang Xay|Muangsaj|Muong Sai|ODY|Oudomsay|Oudomxai|Oudomxay|Udomxai|mu'anga sa'e|mu'anga saya|muansai|muyam ja'i|mwaang say|mwang sah|mwang say,Oudômxai,Laos,20.69229,101.98368,7.0,652.0
Sainyabuli,Ban Samaboury|Khwaeng Sainyabuli|Muang Xaignabouri|Muong Samaboury|Muong Sayaboury|Sainyabuli|Sajnjabuli|San'jabuli|Saniabouri|Sayaboury|Xaignabouli|Xayaboury|Xayaburi|Xayabury|ZBY|sa'in'yabuli|sain'yabuli|sainayabuli|sainyaburi|sayan abwly|sayiniyabuli|sayny abwly|synyabwly,Xiagnabouli,Laos,19.25756,101.71032,7.0,292.0
Vang Vieng,Muang Vangviang|Vang V'eng|Vang Vieng|Vangviang|Viangviang,Vientiane,Laos,18.9235,102.44784,7.0,243.0
Ban Thateng,Ban Tateng|Ban Thateng|Muang Thateng|Thateng|Tkhateng,Xékong,Laos,15.43317,106.38272,7.0,856.0
Muang Sing,Ban Muangsing|Muang Sing|Muong Sen|Muong Seng|Muong Sing|Muong-ting|Sing,Loungnamtha,Laos,21.19206,101.14789,7.0,639.0
Muang Phonsavan,Muang Fonsavan|Muang Phonsavan|Phone Savan|Phong Savan|Phonsavan|mu'anga phonsavana|muanfonsawan|muyam phanasabhana|mwaang fwnsafan|mwang fwnsafan|mwang fwnsawan,Xiangkhoang,Laos,19.4494,103.1917,7.0,1106.0
Muang Phon-Hong,Ban Phon Hong|Ban Phong Hong|Muang Fon-Khong|Muang Phon-Hong|Muang Phone|Muang Phone Hong|Phon-Hong|Phone Hong|Phong Hong|Phonhong|mu'anga phona-hanga|mu'anga phona-honga|muanfonhon|muyam phana-ham|mwaang fwn-hwnj|mwang fwn-hang|mwang fwn-hwnj,Vientiane,Laos,18.4953,102.4153,7.0,184.0
Pakxan,Muang Pakxan|Pakkhan|Paksan|Paksane|Pakxan|baksan|pakasana|paksan|paksana|pakusan,Bolikhamsai,Laos,18.3942,103.6611,7.0,156.0
Ban Muang-Nan,Ban Muang-Nan|Muang Nan|Muang Nane|Muong Nan|Muong Nane|Nan,Luang Prabang Province,Laos,19.49767,101.87979,7.0,322.0
Muang Khong,Khon|Khong|Muang Khong|Muong Khong,Champasak Province,Laos,14.11785,105.85469,7.0,95.0
Thakhek,Khammouane|Muang Khammouan|Muang Thakek|Takkhek|Tha Khaek|Thakhek|Thakhet|Thakhok|takeku|takhk|takxeki|thakheka|thakhyk,Khammouane Province,Laos,17.41027,104.83068,7.0,176.0
Muang Hongsa,Ban Hong Sa|Hongsa|Muang Hongsa|Muong Hong Sa,Xiagnabouli,Laos,19.7025,101.33972,7.0,569.0
Luang Prabang,LPQ|Louang Prabang|Louangphabang|Louangphrabang|Luan Praban|Luang Phrabang|Luang Prabang|Luang-Prabang|Luangpkhabang|Luangprabang|Luangprabangas|Luangprabango|Luanpabana|Luanpraban|Muang Louangphabang|hlwng phra bang|lang bo la bang|lu'anga parabanga|lu'anga prabanga|luangpeulabang|luvan praban|luyam prabam|lwang prabang|lwangh brabangh|lwanj brabanj|ruanpaban jun,Luang Prabang Province,Laos,19.8933,102.1525,7.0,296.0
Luang Namtha,Khong Luong Nam Tha|LXG|Louang Namtha|Loung Nam Tha|Luang Namtha|Luangnamtkha|Luong Nam Tha|Muang Luong Nam Tha|Muong Long Nam Tha|Muong Luong|Muong Luong Nam Ta|Muong Luong Nam Tha|Nam Tha|hlwng na tha|lang nan ta|lu'anga namatha|luyam namatha|lwang namta|lwanj namta|ruan'namuta jun,Loungnamtha,Laos,20.9486,101.40188,7.0,551.0
Champasak,Basak|Bassac|Bassak|Champasak|Champassac|Champassak,Champasak Province,Laos,14.89204,105.87787,7.0,101.0
Borikhan,Berikhane|Bolikanh|Bolikhan|Borikane|Borikham|Borikhan|Borikhane|Muang Borikan|Muang Borikane|Muong Borikan|Muong Borikane,Bolikhamsai,Laos,18.56286,103.72671,7.0,165.0
Ban Xeno,Ban Xeno|Nong Seno|Seno|Xeno,Savannakhet Province,Laos,16.6759,104.98798,7.0,197.0
Ban Laongam,Ban Laongam|Lao Ngam,Salavan Province,Laos,15.46549,106.16682,7.0,547.0
Ban Lak Xao,Ban Lak (20)|Ban Lak Xao|Lak Sao,Bolikhamsai,Laos,18.19381,104.97127,7.0,527.0
Ban Kengkok,Ban Kengkok|Keng Kok|Muang Champhon,Savannakhet Province,Laos,16.44369,105.19798,7.0,145.0
Ban Houayxay,Ban Houayxai|Ban Houayxay|Ban Houei Sai|Ban Huei Sai|Ban Hueu Sai|Ban Hwei Sai|Ban Khuajsaj|Fort Carnot|Houayxay|Houei Sai|Hovei Sai|Huoei Sai|Khuajsaj|Muang Ban Houayxay|Van Houei Sai|ban hway sah|ban hwaysay|bana hu'a'e sa'e|bana hu'ayasaya|bana huya'isa'i|banfuaisai,Bokeo,Laos,20.27,100.4178,7.0,367.0
